year mon day euro
2014 5 5 1.3884
2014 5 6 1.3924
2014 5 7 1.3917
2014 5 8 1.3864
2014 5 9 1.3763
2014 5 12 1.376
2014 5 13 1.3711
2014 5 14 1.3718
2014 5 15 1.3712
2014 5 16 1.3708
2014 5 19 1.3716
2014 5 20 1.3702
2014 5 21 1.3657
2014 5 22 1.3652
2014 5 23 1.3628
2014 5 27 1.3618
2014 5 28 1.3596
2014 5 29 1.3608
2014 5 30 1.364
2014 6 2 1.3606
2014 6 3 1.3624
2014 6 4 1.3619
2014 6 5 1.3618
2014 6 6 1.3639
2014 6 9 1.3589
2014 6 10 1.3543
2014 6 11 1.3532
2014 6 12 1.3556
2014 6 13 1.3522
2014 6 16 1.3578
2014 6 17 1.3543
2014 6 18 1.3567
2014 6 19 1.362
2014 6 20 1.3586
2014 6 23 1.3593
2014 6 24 1.3588
2014 6 25 1.3638
2014 6 26 1.361
2014 6 27 1.3631
2014 6 30 1.369
2014 7 1 1.3681
2014 7 2 1.3656
2014 7 3 1.361
2014 7 7 1.3604
2014 7 8 1.3614
2014 7 9 1.363
2014 7 10 1.36
2014 7 11 1.3598
2014 7 14 1.362
2014 7 15 1.3573
2014 7 16 1.353
2014 7 17 1.353
2014 7 18 1.3515
2014 7 21 1.3524
2014 7 22 1.347
2014 7 23 1.3462
2014 7 24 1.3468
2014 7 25 1.3431
2014 7 28 1.344
2014 7 29 1.341
2014 7 30 1.3378
2014 7 31 1.339
2014 8 1 1.3436
2014 8 4 1.3414
2014 8 5 1.3366
2014 8 6 1.3355
2014 8 7 1.3362
2014 8 8 1.3412
2014 8 11 1.3385
2014 8 12 1.3357
2014 8 13 1.3367
2014 8 14 1.3376
2014 8 15 1.3392
2014 8 18 1.3358
2014 8 19 1.332
2014 8 20 1.3284
2014 8 21 1.3284
2014 8 22 1.3237
2014 8 25 1.3206
2014 8 26 1.3189
2014 8 27 1.3192
2014 8 28 1.3178
2014 8 29 1.315
2014 9 2 1.3124
2014 9 3 1.3136
2014 9 4 1.2926
2014 9 5 1.2956
2014 9 8 1.2948
2014 9 9 1.2909
2014 9 10 1.2908
2014 9 11 1.2936
2014 9 12 1.2955
2014 9 15 1.2951
2014 9 16 1.2976
2014 9 17 1.2958
2014 9 18 1.2913
2014 9 19 1.2835
2014 9 22 1.2829
2014 9 23 1.2858
2014 9 24 1.2788
2014 9 25 1.2748
2014 9 26 1.2686
2014 9 29 1.2703
2014 9 30 1.2628
2014 10 1 1.2618
2014 10 2 1.267
2014 10 3 1.2517
2014 10 6 1.2592
2014 10 7 1.2626
2014 10 8 1.2683
2014 10 9 1.2683
2014 10 10 1.2636
2014 10 14 1.266
2014 10 15 1.2778
2014 10 16 1.2812
2014 10 17 1.2755
2014 10 20 1.2783
2014 10 21 1.2724
2014 10 22 1.2658
2014 10 23 1.2658
2014 10 24 1.2675
2014 10 27 1.2712
2014 10 28 1.2747
2014 10 29 1.2762
2014 10 30 1.2622
2014 10 31 1.253
2014 11 3 1.2487
2014 11 4 1.2554
2014 11 5 1.2488
2014 11 6 1.2414
2014 11 7 1.2422
2014 11 10 1.2425
2014 11 12 1.2456
2014 11 13 1.2476
2014 11 14 1.2494
2014 11 17 1.2447
2014 11 18 1.2534
2014 11 19 1.2548
2014 11 20 1.2526
2014 11 21 1.2394
2014 11 24 1.2427
2014 11 25 1.2472
2014 11 26 1.2503
2014 11 28 1.2438
2014 12 1 1.249
2014 12 2 1.239
2014 12 3 1.2304
2014 12 4 1.2432
2014 12 5 1.2304
2014 12 8 1.2292
2014 12 9 1.2415
2014 12 10 1.2425
2014 12 11 1.2397
2014 12 12 1.2484
2014 12 15 1.247
2014 12 16 1.2504
2014 12 17 1.2406
2014 12 18 1.2291
2014 12 19 1.2235
2014 12 22 1.2252
2014 12 23 1.218
2014 12 24 1.2188
2014 12 29 1.2179
2014 12 30 1.2174
2014 12 31 1.2101
2015 1 2 1.2015
2015 1 5 1.1918
2015 1 6 1.1936
2015 1 7 1.182
2015 1 8 1.1811
2015 1 9 1.183
2015 1 12 1.1832
2015 1 13 1.1779
2015 1 14 1.1806
2015 1 15 1.1598
2015 1 16 1.1517
2015 1 20 1.1559
2015 1 21 1.1584
2015 1 22 1.1414
2015 1 23 1.1279
2015 1 26 1.129
2015 1 27 1.137
2015 1 28 1.1342
2015 1 29 1.1308
2015 1 30 1.129
2015 2 2 1.1337
2015 2 3 1.1462
2015 2 4 1.1418
2015 2 5 1.1432
2015 2 6 1.133
2015 2 9 1.1316
2015 2 10 1.1316
2015 2 11 1.13
2015 2 12 1.141
2015 2 13 1.1408
2015 2 17 1.1395
2015 2 18 1.1342
2015 2 19 1.1392
2015 2 20 1.1372
2015 2 23 1.1346
2015 2 24 1.1307
2015 2 25 1.1363
2015 2 26 1.1212
2015 2 27 1.1197
2015 3 2 1.119
2015 3 3 1.1212
2015 3 4 1.107
2015 3 5 1.1006
2015 3 6 1.0855
2015 3 9 1.0846
2015 3 10 1.0707
2015 3 11 1.0576
2015 3 12 1.0615
2015 3 13 1.0524
2015 3 16 1.0575
2015 3 17 1.0605
2015 3 18 1.0643
2015 3 19 1.0621
2015 3 20 1.0792
2015 3 23 1.0928
2015 3 24 1.0908
2015 3 25 1.0986
2015 3 26 1.0919
2015 3 27 1.0891
2015 3 30 1.0818
2015 3 31 1.0741
2015 4 1 1.0768
2015 4 2 1.0874
2015 4 3 1.099
2015 4 6 1.1008
2015 4 7 1.085
2015 4 8 1.0818
2015 4 9 1.0671
2015 4 10 1.0598
2015 4 13 1.0582
2015 4 14 1.0672
2015 4 15 1.0596
2015 4 16 1.0742
2015 4 17 1.078
2015 4 20 1.0763
2015 4 21 1.0758
2015 4 22 1.0729
2015 4 23 1.0803
2015 4 24 1.0876
2015 4 27 1.0892
2015 4 28 1.0979
2015 4 29 1.1174
2015 4 30 1.1162
2015 5 1 1.1194
2015 5 4 1.1145
2015 5 5 1.1174
2015 5 6 1.1345
2015 5 7 1.1283
2015 5 8 1.1241
2015 5 11 1.1142
2015 5 12 1.124
2015 5 13 1.1372
2015 5 14 1.1368
2015 5 15 1.1428
2015 5 18 1.1354
2015 5 19 1.1151
2015 5 20 1.1079
2015 5 21 1.1126
2015 5 22 1.1033
2015 5 26 1.0876
2015 5 27 1.0888
2015 5 28 1.0914
2015 5 29 1.0994
2015 6 1 1.0913
2015 6 2 1.113
2015 6 3 1.1285
2015 6 4 1.1271
2015 6 5 1.1108
2015 6 8 1.1232
2015 6 9 1.1284
2015 6 10 1.1307
2015 6 11 1.1236
2015 6 12 1.1278
2015 6 15 1.1266
2015 6 16 1.1238
2015 6 17 1.1244
2015 6 18 1.1404
2015 6 19 1.1335
2015 6 22 1.1378
2015 6 23 1.119
2015 6 24 1.1178
2015 6 25 1.1196
2015 6 26 1.1156
2015 6 29 1.118
2015 6 30 1.1154
2015 7 1 1.1084
2015 7 2 1.109
2015 7 6 1.1076
2015 7 7 1.0952
2015 7 8 1.1072
2015 7 9 1.1025
2015 7 10 1.115
2015 7 13 1.102
2015 7 14 1.1015
2015 7 15 1.0965
2015 7 16 1.0898
2015 7 17 1.0848
2015 7 20 1.085
2015 7 21 1.0927
2015 7 22 1.0884
2015 7 23 1.0976
2015 7 24 1.0976
2015 7 27 1.1112
2015 7 28 1.1055
2015 7 29 1.1026
2015 7 30 1.0914
2015 7 31 1.1028
2015 8 3 1.0962
2015 8 4 1.0953
2015 8 5 1.0868
2015 8 6 1.0922
2015 8 7 1.0958
2015 8 10 1.0994
2015 8 11 1.1042
2015 8 12 1.1198
2015 8 13 1.1144
2015 8 14 1.111
2015 8 17 1.1078
2015 8 18 1.1028
2015 8 19 1.1061
2015 8 20 1.12
2015 8 21 1.1356
2015 8 24 1.158
2015 8 25 1.141
2015 8 26 1.139
2015 8 27 1.1239
2015 8 28 1.1172
2015 8 31 1.1194
2015 9 1 1.1263
2015 9 2 1.1242
2015 9 3 1.1104
2015 9 4 1.1117
2015 9 8 1.1182
2015 9 9 1.1165
2015 9 10 1.1262
2015 9 11 1.1338
2015 9 14 1.1307
2015 9 15 1.126
2015 9 16 1.1304
2015 9 17 1.1312
2015 9 18 1.1358
2015 9 21 1.1204
2015 9 22 1.1133
2015 9 23 1.116
2015 9 24 1.1252
2015 9 25 1.1192
2015 9 28 1.1236
2015 9 29 1.1246
2015 9 30 1.1162
2015 10 1 1.12
2015 10 2 1.1276
2015 10 5 1.12
2015 10 6 1.1266
2015 10 7 1.1249
2015 10 8 1.1282
2015 10 9 1.1363
2015 10 13 1.1382
2015 10 14 1.1437
2015 10 15 1.1418
2015 10 16 1.136
2015 10 19 1.132
2015 10 20 1.1359
2015 10 21 1.1345
2015 10 22 1.114
2015 10 23 1.1016
2015 10 26 1.1051
2015 10 27 1.1052
2015 10 28 1.1066
2015 10 29 1.0963
2015 10 30 1.1042
2015 11 2 1.1026
2015 11 3 1.0946
2015 11 4 1.0861
2015 11 5 1.0869
2015 11 6 1.0746
2015 11 9 1.0767
2015 11 10 1.0686
2015 11 12 1.0768
2015 11 13 1.0722
2015 11 16 1.0708
2015 11 17 1.0634
2015 11 18 1.0638
2015 11 19 1.0746
2015 11 20 1.066
2015 11 23 1.0602
2015 11 24 1.0652
2015 11 25 1.0616
2015 11 27 1.0596
2015 11 30 1.0562
2015 12 1 1.062
2015 12 2 1.0573
2015 12 3 1.0902
2015 12 4 1.0884
2015 12 7 1.084
2015 12 8 1.0876
2015 12 9 1.0984
2015 12 10 1.0948
2015 12 11 1.1002
2015 12 14 1.1025
2015 12 15 1.0911
2015 12 16 1.0937
2015 12 17 1.0804
2015 12 18 1.0847
2015 12 21 1.092
2015 12 22 1.0978
2015 12 23 1.0875
2015 12 24 1.0955
2015 12 28 1.0983
2015 12 29 1.0916
2015 12 30 1.0912
2015 12 31 1.0859
2016 1 4 1.0803
2016 1 5 1.0743
2016 1 6 1.0762
2016 1 7 1.086
2016 1 8 1.0885
2016 1 11 1.0878
2016 1 12 1.0837
2016 1 13 1.0862
2016 1 14 1.0862
2016 1 15 1.0964
2016 1 19 1.0906
2016 1 20 1.0908
2016 1 21 1.0833
2016 1 22 1.0814
2016 1 25 1.0832
2016 1 26 1.0846
2016 1 27 1.0867
2016 1 28 1.0952
2016 1 29 1.0832
2016 2 1 1.0888
2016 2 2 1.0908
2016 2 3 1.1051
2016 2 4 1.1199
2016 2 5 1.1131
2016 2 8 1.117
2016 2 9 1.13
2016 2 10 1.1222
2016 2 11 1.1362
2016 2 12 1.1235
2016 2 16 1.114
2016 2 17 1.114
2016 2 18 1.1092
2016 2 19 1.1127
2016 2 22 1.1018
2016 2 23 1.1016
2016 2 24 1.1021
2016 2 25 1.1026
2016 2 26 1.0932
2016 2 29 1.0868
2016 3 1 1.0847
2016 3 2 1.0845
2016 3 3 1.0948
2016 3 4 1.101
2016 3 7 1.1004
2016 3 8 1.1028
2016 3 9 1.1022
2016 3 10 1.1162
2016 3 11 1.118
2016 3 14 1.1107
2016 3 15 1.1112
2016 3 16 1.1075
2016 3 17 1.1316
2016 3 18 1.1292
